# paragraph 0
# sent
School	NNP	O	~	~
bike	NN	I-Premise	5	supports:1
or	CC	I-Premise	5	supports:1
soccer	NN	I-Premise	5	supports:1
ball	NN	I-Premise	5	supports:1
and	CC	I-Premise	5	supports:1
go	VB	I-Premise	5	supports:1
out	RP	I-Premise	5	supports:1
and	CC	I-Premise	5	supports:1
play	VB	I-Premise	5	supports:1
with	IN	I-Premise	5	supports:1
my	PRP$	I-Premise	5	supports:1
friends	NNS	I-Premise	5	supports:1
in	IN	I-Premise	5	supports:1
my	PRP$	I-Premise	5	supports:1
neighborhood	NN	I-Premise	5	supports:1
.	.	O	~	~
# sent
Moreover	RB	O	~	~
,	,	O	~	~
I	PRP	B-Premise	6	supports:1
did	VBD	I-Premise	6	supports:1
not	RB	I-Premise	6	supports:1
have	VB	I-Premise	6	supports:1
to	TO	I-Premise	6	supports:1
worry	VB	I-Premise	6	supports:1
about	IN	I-Premise	6	supports:1
costs	NNS	I-Premise	6	supports:1
and	CC	I-Premise	6	supports:1
other	JJ	I-Premise	6	supports:1
things	NNS	I-Premise	6	supports:1
,	,	I-Premise	6	supports:1
I	PRP	I-Premise	6	supports:1
just	RB	I-Premise	6	supports:1
had	VBD	I-Premise	6	supports:1
fun	NN	I-Premise	6	supports:1
and	CC	I-Premise	6	supports:1
learned	VBD	I-Premise	6	supports:1
.	.	O	~	~
# sent
Also	RB	O	~	~
,	,	O	~	~
people	NNS	B-Claim	7	For:~
are	VBP	I-Claim	7	For:~
most	RBS	I-Claim	7	For:~
creative	JJ	I-Claim	7	For:~
when	WRB	I-Claim	7	For:~
they	PRP	I-Claim	7	For:~
were	VBD	I-Claim	7	For:~
children	NNS	I-Claim	7	For:~
,	,	O	~	~
children	NNS	B-Premise	8	supports:7
imagine	VBP	I-Premise	8	supports:7
new	JJ	I-Premise	8	supports:7
things	NNS	I-Premise	8	supports:7
and	CC	I-Premise	8	supports:7
games	NNS	I-Premise	8	supports:7
just	RB	I-Premise	8	supports:7
to	TO	I-Premise	8	supports:7
have	VB	I-Premise	8	supports:7
fun	NN	I-Premise	8	supports:7
and	CC	I-Premise	8	supports:7
be	VB	I-Premise	8	supports:7
happy	JJ	I-Premise	8	supports:7
.	.	O	~	~
# paragraph 3
# sent
Second	RB	O	~	~
,	,	O	~	~
childhood	NN	B-Premise	9	supports:10
is	VBZ	I-Premise	9	supports:10
the	DT	I-Premise	9	supports:10
period	NN	I-Premise	9	supports:10
where	WRB	I-Premise	9	supports:10
people	NNS	I-Premise	9	supports:10
go	VBP	I-Premise	9	supports:10
to	TO	I-Premise	9	supports:10
school	NN	I-Premise	9	supports:10
and	CC	I-Premise	9	supports:10
learn	VB	I-Premise	9	supports:10
.	.	O	~	~
# sent
Therefore	RB	O	~	~
,	,	O	~	~
school	NN	B-Claim	10	For:~
memories	NNS	I-Claim	10	For:~
are	VBP	I-Claim	10	For:~
one	CD	I-Claim	10	For:~
of	IN	I-Claim	10	For:~
the	DT	I-Claim	10	For:~
best	JJS	I-Claim	10	For:~
memories	NNS	I-Claim	10	For:~
in	IN	I-Claim	10	For:~
a	DT	I-Claim	10	For:~
person	NN	I-Claim	10	For:~
's	POS	I-Claim	10	For:~
life	NN	I-Claim	10	For:~
.	.	O	~	~
# sent
There	EX	B-Premise	11	supports:10
you	PRP	I-Premise	11	supports:10
learn	VBP	I-Premise	11	supports:10
,	,	I-Premise	11	supports:10
to	TO	I-Premise	11	supports:10
find	VB	I-Premise	11	supports:10
your	PRP$	I-Premise	11	supports:10
first	JJ	I-Premise	11	supports:10
love	NN	I-Premise	11	supports:10
,	,	I-Premise	11	supports:10
to	TO	I-Premise	11	supports:10
make	VB	I-Premise	11	supports:10
new	JJ	I-Premise	11	supports:10
long-lasting	JJ	I-Premise	11	supports:10
friendships	NNS	I-Premise	11	supports:10
and	CC	I-Premise	11	supports:10
of-course	JJ	I-Premise	11	supports:10
you	PRP	I-Premise	11	supports:10
will	MD	I-Premise	11	supports:10
have	VB	I-Premise	11	supports:10
a	DT	I-Premise	11	supports:10
lot	NN	I-Premise	11	supports:10
of	IN	I-Premise	11	supports:10
fun	NN	I-Premise	11	supports:10
.	.	O	~	~
# sent
For	IN	O	~	~
example	NN	O	~	~
,	,	O	~	~
my	PRP$	B-Premise	12	supports:11
father	NN	I-Premise	12	supports:11
's	POS	I-Premise	12	supports:11
best	JJS	I-Premise	12	supports:11
moments	NNS	I-Premise	12	supports:11
in	IN	I-Premise	12	supports:11
his	PRP$	I-Premise	12	supports:11
life	NN	I-Premise	12	supports:11
are	VBP	I-Premise	12	supports:11
in	IN	I-Premise	12	supports:11
his	PRP$	I-Premise	12	supports:11
school	NN	I-Premise	12	supports:11
years	NNS	I-Premise	12	supports:11
.	.	O	~	~
# sent
Moreover	RB	O	~	~
,	,	O	~	~
he	PRP	B-Premise	13	supports:11
is	VBZ	I-Premise	13	supports:11
still	RB	I-Premise	13	supports:11
in-touch	JJ	I-Premise	13	supports:11
with	IN	I-Premise	13	supports:11
some	DT	I-Premise	13	supports:11
of	IN	I-Premise	13	supports:11
his	PRP$	I-Premise	13	supports:11
classmates	NNS	I-Premise	13	supports:11
and	CC	I-Premise	13	supports:11
sometimes	RB	I-Premise	13	supports:11
they	PRP	I-Premise	13	supports:11
get	VBP	I-Premise	13	supports:11
together	RB	I-Premise	13	supports:11
and	CC	I-Premise	13	supports:11
share	VB	I-Premise	13	supports:11
their	PRP$	I-Premise	13	supports:11
childhood	NN	I-Premise	13	supports:11
memories	NNS	I-Premise	13	supports:11
.	.	O	~	~
# paragraph 4
# sent
In	IN	O	~	~
other	JJ	O	~	~
words	NNS	O	~	~
,	,	O	~	~
childhood	NN	B-MajorClaim	14	~
is	VBZ	I-MajorClaim	14	~
,	,	I-MajorClaim	14	~
indeed	RB	I-MajorClaim	14	~
,	,	I-MajorClaim	14	~
the	DT	I-MajorClaim	14	~
most	RBS	I-MajorClaim	14	~
happiest	JJ	I-MajorClaim	14	~
moments	NNS	I-MajorClaim	14	~
in	IN	I-MajorClaim	14	~
a	DT	I-MajorClaim	14	~
person	NN	I-MajorClaim	14	~
's	POS	I-MajorClaim	14	~
life	NN	I-MajorClaim	14	~
.	.	O	~	~
# sent
There	EX	O	~	~
is	VBZ	O	~	~
only	RB	O	~	~
one	CD	O	~	~
life	NN	O	~	~
and	CC	O	~	~
one	CD	O	~	~
childhood	NN	O	~	~
and	CC	O	~	~
people	NNS	O	~	~
should	MD	O	~	~
live	VB	O	~	~
their	PRP$	O	~	~
childhood	NN	O	~	~
thoroughly	RB	O	~	~
.	.	O	~	~
