# paragraph 0
# sent
Easy	NNP	O	~	~
a	DT	I-Premise	3	supports:2
food	NN	I-Premise	3	supports:2
with	IN	I-Premise	3	supports:2
the	DT	I-Premise	3	supports:2
microwave	NN	I-Premise	3	supports:2
instead	RB	I-Premise	3	supports:2
of	IN	I-Premise	3	supports:2
cooking	NN	I-Premise	3	supports:2
everything	NN	I-Premise	3	supports:2
from	IN	I-Premise	3	supports:2
scratch	NN	I-Premise	3	supports:2
.	.	O	~	~
# paragraph 3
# sent
Secondly	RB	O	~	~
,	,	O	~	~
when	WRB	B-Claim	4	For:~
someone	NN	I-Claim	4	For:~
wants	VBZ	I-Claim	4	For:~
to	TO	I-Claim	4	For:~
prepare	VB	I-Claim	4	For:~
a	DT	I-Claim	4	For:~
good	JJ	I-Claim	4	For:~
food	NN	I-Claim	4	For:~
alone	RB	I-Claim	4	For:~
for	IN	I-Claim	4	For:~
some	DT	I-Claim	4	For:~
reason	NN	I-Claim	4	For:~
,	,	I-Claim	4	For:~
some	DT	I-Claim	4	For:~
time	NN	I-Claim	4	For:~
ago	IN	I-Claim	4	For:~
he/she	NN	I-Claim	4	For:~
would	MD	I-Claim	4	For:~
need	VB	I-Claim	4	For:~
to	TO	I-Claim	4	For:~
be	VB	I-Claim	4	For:~
a	DT	I-Claim	4	For:~
very	RB	I-Claim	4	For:~
good	JJ	I-Claim	4	For:~
cook	NN	I-Claim	4	For:~
to	TO	I-Claim	4	For:~
prepare	VB	I-Claim	4	For:~
that	DT	I-Claim	4	For:~
food	NN	I-Claim	4	For:~
,	,	I-Claim	4	For:~
but	CC	I-Claim	4	For:~
nowadays	RB	I-Claim	4	For:~
is	VBZ	I-Claim	4	For:~
very	RB	I-Claim	4	For:~
easy	JJ	I-Claim	4	For:~
to	TO	I-Claim	4	For:~
prepare	VB	I-Claim	4	For:~
a	DT	I-Claim	4	For:~
healthy	JJ	I-Claim	4	For:~
and	CC	I-Claim	4	For:~
tasty	JJ	I-Claim	4	For:~
food	NN	I-Claim	4	For:~
.	.	O	~	~
# sent
For	IN	O	~	~
example	NN	O	~	~
,	,	O	~	~
if	IN	B-Premise	5	supports:4
a	DT	I-Premise	5	supports:4
guy	NN	I-Premise	5	supports:4
wants	VBZ	I-Premise	5	supports:4
to	TO	I-Premise	5	supports:4
prepare	VB	I-Premise	5	supports:4
a	DT	I-Premise	5	supports:4
dinner	NN	I-Premise	5	supports:4
to	TO	I-Premise	5	supports:4
his	PRP$	I-Premise	5	supports:4
girlfriend	NN	I-Premise	5	supports:4
,	,	I-Premise	5	supports:4
he	PRP	I-Premise	5	supports:4
could	MD	I-Premise	5	supports:4
just	RB	I-Premise	5	supports:4
buy	VB	I-Premise	5	supports:4
some	DT	I-Premise	5	supports:4
food	NN	I-Premise	5	supports:4
that	WDT	I-Premise	5	supports:4
comes	VBZ	I-Premise	5	supports:4
with	IN	I-Premise	5	supports:4
instructions	NNS	I-Premise	5	supports:4
.	.	O	~	~
# sent
Normally	RB	B-Premise	6	supports:4
you	PRP	I-Premise	6	supports:4
just	RB	I-Premise	6	supports:4
need	VBP	I-Premise	6	supports:4
to	TO	I-Premise	6	supports:4
put	VB	I-Premise	6	supports:4
it	PRP	I-Premise	6	supports:4
into	IN	I-Premise	6	supports:4
the	DT	I-Premise	6	supports:4
oven	NN	I-Premise	6	supports:4
and	CC	I-Premise	6	supports:4
wait	VB	I-Premise	6	supports:4
some	DT	I-Premise	6	supports:4
time	NN	I-Premise	6	supports:4
.	.	O	~	~
# paragraph 4
# sent
All	DT	O	~	~
in	IN	O	~	~
all	DT	O	~	~
,	,	O	~	~
that	IN	O	~	~
ease	NN	B-MajorClaim	7	~
to	TO	I-MajorClaim	7	~
prepare	VB	I-MajorClaim	7	~
food	NN	I-MajorClaim	7	~
has	VBZ	I-MajorClaim	7	~
improved	VBN	I-MajorClaim	7	~
people	NNS	I-MajorClaim	7	~
's	POS	I-MajorClaim	7	~
lives	NNS	I-MajorClaim	7	~
.	.	O	~	~
# sent
And	CC	O	~	~
that	DT	O	~	~
happened	VBD	O	~	~
mainly	RB	O	~	~
because	IN	O	~	~
of	IN	O	~	~
the	DT	O	~	~
development	NN	O	~	~
of	IN	O	~	~
the	DT	O	~	~
technology	NN	O	~	~
.	.	O	~	~
# sent
But	CC	B-Claim	8	Against:~
people	NNS	I-Claim	8	Against:~
should	MD	I-Claim	8	Against:~
be	VB	I-Claim	8	Against:~
careful	JJ	I-Claim	8	Against:~
with	IN	I-Claim	8	Against:~
what	WP	I-Claim	8	Against:~
they	PRP	I-Claim	8	Against:~
eat	VBP	I-Claim	8	Against:~
,	,	O	~	~
because	IN	O	~	~
some	DT	B-Premise	9	supports:10
industrial	JJ	I-Premise	9	supports:10
foods	NNS	I-Premise	9	supports:10
are	VBP	I-Premise	9	supports:10
very	RB	I-Premise	9	supports:10
bad	JJ	I-Premise	9	supports:10
for	IN	I-Premise	9	supports:10
their	PRP$	I-Premise	9	supports:10
health	NN	I-Premise	9	supports:10
,	,	O	~	~
so	IN	O	~	~
they	PRP	B-Premise	10	supports:8
should	MD	I-Premise	10	supports:8
buy	VB	I-Premise	10	supports:8
only	RB	I-Premise	10	supports:8
food	NN	I-Premise	10	supports:8
from	IN	I-Premise	10	supports:8
well	RB	I-Premise	10	supports:8
known	VBN	I-Premise	10	supports:8
brands	NNS	I-Premise	10	supports:8
.	.	O	~	~
