# paragraph 0
# sent
New	NNP	O	~	~
old	JJ	I-Premise	4	supports:3
and	CC	I-Premise	4	supports:3
need	VB	I-Premise	4	supports:3
in	IN	I-Premise	4	supports:3
new	JJ	I-Premise	4	supports:3
educational	JJ	I-Premise	4	supports:3
materials	NNS	I-Premise	4	supports:3
,	,	I-Premise	4	supports:3
repairing	VBG	I-Premise	4	supports:3
of	IN	I-Premise	4	supports:3
the	DT	I-Premise	4	supports:3
place	NN	I-Premise	4	supports:3
for	IN	I-Premise	4	supports:3
sport	NN	I-Premise	4	supports:3
activities	NNS	I-Premise	4	supports:3
.	.	I-Premise	4	supports:3
# sent
Also	RB	O	~	~
the	DT	O	~	~
laboratory	NN	I-Premise	5	supports:6
of	IN	I-Premise	5	supports:6
physics	NN	I-Premise	5	supports:6
and	CC	I-Premise	5	supports:6
chemistry	NN	I-Premise	5	supports:6
was	VBD	I-Premise	5	supports:6
in	IN	I-Premise	5	supports:6
bad	JJ	I-Premise	5	supports:6
condition	NN	I-Premise	5	supports:6
,	,	I-Premise	5	supports:6
so	IN	O	~	~
the	DT	O	~	~
students	NNS	I-Premise	6	supports:3
ca	MD	I-Premise	6	supports:3
n't	RB	I-Premise	6	supports:3
study	VB	I-Premise	6	supports:3
well	RB	I-Premise	6	supports:3
during	IN	I-Premise	6	supports:3
the	DT	I-Premise	6	supports:3
classes	NNS	I-Premise	6	supports:3
.	.	I-Premise	6	supports:3
# sent
They	PRP	O	~	~
will	MD	I-Premise	7	supports:3
study	VB	I-Premise	7	supports:3
with	IN	I-Premise	7	supports:3
new	JJ	I-Premise	7	supports:3
breath	NN	I-Premise	7	supports:3
and	CC	I-Premise	7	supports:3
great	JJ	I-Premise	7	supports:3
enthusiasm	NN	I-Premise	7	supports:3
in	IN	I-Premise	7	supports:3
new	JJ	I-Premise	7	supports:3
school	NN	I-Premise	7	supports:3
.	.	I-Premise	7	supports:3
# paragraph 3
# sent
Secondly	RB	O	~	~
,	,	O	~	~
the	DT	O	~	~
new	JJ	I-Claim	8	For:~
high	JJ	I-Claim	8	For:~
school	NN	I-Claim	8	For:~
will	MD	I-Claim	8	For:~
be	VB	I-Claim	8	For:~
a	DT	I-Claim	8	For:~
place	NN	I-Claim	8	For:~
for	IN	I-Claim	8	For:~
new	JJ	I-Claim	8	For:~
connections	NNS	I-Claim	8	For:~
between	IN	I-Claim	8	For:~
the	DT	I-Claim	8	For:~
student	NN	I-Claim	8	For:~
of	IN	I-Claim	8	For:~
different	JJ	I-Claim	8	For:~
communities	NNS	I-Claim	8	For:~
and	CC	I-Claim	8	For:~
districts	NNS	I-Claim	8	For:~
of	IN	I-Claim	8	For:~
the	DT	I-Claim	8	For:~
city	NN	I-Claim	8	For:~
.	.	I-Claim	8	For:~
# sent
After	IN	O	~	~
classes	NNS	I-Premise	9	supports:8
students	NNS	I-Premise	9	supports:8
and	CC	I-Premise	9	supports:8
not	RB	I-Premise	9	supports:8
only	RB	I-Premise	9	supports:8
the	DT	I-Premise	9	supports:8
students	NNS	I-Premise	9	supports:8
will	MD	I-Premise	9	supports:8
get	VB	I-Premise	9	supports:8
together	RB	I-Premise	9	supports:8
in	IN	I-Premise	9	supports:8
building	NN	I-Premise	9	supports:8
of	IN	I-Premise	9	supports:8
high	JJ	I-Premise	9	supports:8
school	NN	I-Premise	9	supports:8
,	,	I-Premise	9	supports:8
participate	VB	I-Premise	9	supports:8
in	IN	I-Premise	9	supports:8
different	JJ	I-Premise	9	supports:8
competitions	NNS	I-Premise	9	supports:8
.	.	I-Premise	9	supports:8
# sent
For	IN	O	~	~
instance	NN	O	~	~
during	IN	O	~	~
the	DT	I-Premise	10	supports:8
football	NN	I-Premise	10	supports:8
match	NN	I-Premise	10	supports:8
the	DT	I-Premise	10	supports:8
students	NNS	I-Premise	10	supports:8
of	IN	I-Premise	10	supports:8
different	JJ	I-Premise	10	supports:8
high	JJ	I-Premise	10	supports:8
schools	NNS	I-Premise	10	supports:8
will	MD	I-Premise	10	supports:8
come	VB	I-Premise	10	supports:8
and	CC	I-Premise	10	supports:8
after	IN	I-Premise	10	supports:8
the	DT	I-Premise	10	supports:8
competition	NN	I-Premise	10	supports:8
they	PRP	I-Premise	10	supports:8
will	MD	I-Premise	10	supports:8
keep	VB	I-Premise	10	supports:8
in	IN	I-Premise	10	supports:8
touch	NN	I-Premise	10	supports:8
.	.	I-Premise	10	supports:8
# sent
This	DT	O	~	~
will	MD	I-Premise	11	supports:8
increase	VB	I-Premise	11	supports:8
the	DT	I-Premise	11	supports:8
social	JJ	I-Premise	11	supports:8
connections	NNS	I-Premise	11	supports:8
of	IN	I-Premise	11	supports:8
the	DT	I-Premise	11	supports:8
students	NNS	I-Premise	11	supports:8
.	.	I-Premise	11	supports:8
# sent
The	DT	O	~	~
only	JJ	I-Premise	12	attacks:8
disadvantage	NN	I-Premise	12	attacks:8
is	VBZ	I-Premise	12	attacks:8
the	DT	I-Premise	12	attacks:8
noisiness	NN	I-Premise	12	attacks:8
of	IN	I-Premise	12	attacks:8
the	DT	I-Premise	12	attacks:8
competitions	NNS	I-Premise	12	attacks:8
.	.	I-Premise	12	attacks:8
# sent
The	DT	O	~	~
people	NNS	I-Premise	13	supports:12
living	VBG	I-Premise	13	supports:12
in	IN	I-Premise	13	supports:12
the	DT	I-Premise	13	supports:12
neighborhood	NN	I-Premise	13	supports:12
will	MD	I-Premise	13	supports:12
be	VB	I-Premise	13	supports:12
a	DT	I-Premise	13	supports:12
bit	NN	I-Premise	13	supports:12
perturbed	VBD	I-Premise	13	supports:12
,	,	I-Premise	13	supports:12
but	CC	O	~	~
I	PRP	O	~	~
think	VBP	O	~	~
this	DT	O	~	~
is	VBZ	I-Premise	14	attacks:13
n't	RB	I-Premise	14	attacks:13
a	DT	I-Premise	14	attacks:13
important	JJ	I-Premise	14	attacks:13
reason	NN	I-Premise	14	attacks:13
for	IN	I-Premise	14	attacks:13
ceasing	VBG	I-Premise	14	attacks:13
the	DT	I-Premise	14	attacks:13
competitions	NNS	I-Premise	14	attacks:13
.	.	I-Premise	14	attacks:13
# paragraph 4
# sent
To	TO	O	~	~
sum	VB	O	~	~
up	RP	O	~	~
,	,	O	~	~
this	DT	O	~	~
new	JJ	I-Claim	15	For:~
construction	NN	I-Claim	15	For:~
has	VBZ	I-Claim	15	For:~
a	DT	I-Claim	15	For:~
lot	NN	I-Claim	15	For:~
of	IN	I-Claim	15	For:~
advantages	NNS	I-Claim	15	For:~
like	IN	I-Claim	15	For:~
new	JJ	I-Claim	15	For:~
connections	NNS	I-Claim	15	For:~
between	IN	I-Claim	15	For:~
students	NNS	I-Claim	15	For:~
from	IN	I-Claim	15	For:~
different	JJ	I-Claim	15	For:~
communities	NNS	I-Claim	15	For:~
,	,	I-Claim	15	For:~
also	RB	I-Claim	15	For:~
the	DT	I-Claim	15	For:~
new	JJ	I-Claim	15	For:~
educational	JJ	I-Claim	15	For:~
equipment	NN	I-Claim	15	For:~
will	MD	I-Claim	15	For:~
increase	VB	I-Claim	15	For:~
the	DT	I-Claim	15	For:~
students	NNS	I-Claim	15	For:~
'	POS	I-Claim	15	For:~
enthusiasm	NN	I-Claim	15	For:~
toward	IN	I-Claim	15	For:~
studying	VBG	I-Claim	15	For:~
.	.	I-Claim	15	For:~
# sent
The	DT	O	~	~
only	JJ	I-Claim	16	Against:~
disadvantage	NN	I-Claim	16	Against:~
is	VBZ	I-Claim	16	Against:~
the	DT	I-Claim	16	Against:~
nosiness	NN	I-Claim	16	Against:~
of	IN	I-Claim	16	Against:~
competitions	NNS	I-Claim	16	Against:~
which	WDT	I-Claim	16	Against:~
students	NNS	I-Claim	16	Against:~
will	MD	I-Claim	16	Against:~
participate	VB	I-Claim	16	Against:~
,	,	I-Claim	16	Against:~
but	CC	O	~	~
I	PRP	O	~	~
think	VBP	O	~	~
that	IN	O	~	~
it	PRP	O	~	~
is	VBZ	I-Premise	17	supports:16
n't	RB	I-Premise	17	supports:16
a	DT	I-Premise	17	supports:16
big	JJ	I-Premise	17	supports:16
deal	NN	I-Premise	17	supports:16
.	.	I-Premise	17	supports:16
# sent
So	IN	O	~	~
the	DT	O	~	~
new	JJ	I-MajorClaim	18	~
high	JJ	I-MajorClaim	18	~
school	NN	I-MajorClaim	18	~
will	MD	I-MajorClaim	18	~
be	VB	I-MajorClaim	18	~
a	DT	I-MajorClaim	18	~
great	JJ	I-MajorClaim	18	~
addition	NN	I-MajorClaim	18	~
for	IN	I-MajorClaim	18	~
my	PRP$	I-MajorClaim	18	~
environment	NN	I-MajorClaim	18	~
.	.	I-MajorClaim	18	~
