# paragraph 0
# sent
Big	JJ	O	~	~
to	TO	I-Claim	5	For:~
socialize	VB	I-Claim	5	For:~
with	IN	I-Claim	5	For:~
their	PRP$	I-Claim	5	For:~
friends	NNS	I-Claim	5	For:~
.	.	B-Premise	6	supports:9
# paragraph 3
# sent
In	IN	I-Premise	6	supports:9
big	JJ	I-Premise	6	supports:9
cities	NNS	I-Premise	6	supports:9
educational	JJ	I-Premise	6	supports:9
facilities	NNS	I-Premise	6	supports:9
is	VBZ	I-Premise	6	supports:9
quite	RB	I-Premise	6	supports:9
better	JJR	I-Premise	6	supports:9
than	IN	I-Premise	6	supports:9
small	JJ	I-Premise	6	supports:9
towns	NNS	I-Premise	6	supports:9
with	IN	I-Premise	6	supports:9
more	JJR	I-Premise	6	supports:9
experienced	JJ	I-Premise	6	supports:9
and	CC	I-Premise	6	supports:9
profession	NN	I-Premise	6	supports:9
teachers	NNS	I-Premise	6	supports:9
.	.	O	~	~
# sent
It	PRP	O	~	~
's	VBZ	O	~	~
undisputed	JJ	O	~	~
that	IN	O	~	~
in	IN	I-Premise	7	supports:9
this	DT	I-Premise	7	supports:9
modern	JJ	I-Premise	7	supports:9
world	NN	I-Premise	7	supports:9
education	NN	I-Premise	7	supports:9
has	VBZ	I-Premise	7	supports:9
a	DT	I-Premise	7	supports:9
very	RB	I-Premise	7	supports:9
important	JJ	I-Premise	7	supports:9
role	NN	I-Premise	7	supports:9
in	IN	I-Premise	7	supports:9
the	DT	I-Premise	7	supports:9
human	JJ	I-Premise	7	supports:9
kind	NN	I-Premise	7	supports:9
future	JJ	I-Premise	7	supports:9
life	NN	I-Premise	7	supports:9
.	.	B-Premise	8	supports:9
# sent
Better	RBR	I-Premise	8	supports:9
education	NN	I-Premise	8	supports:9
results	VBZ	I-Premise	8	supports:9
better	JJR	I-Premise	8	supports:9
career	NN	I-Premise	8	supports:9
and	CC	I-Premise	8	supports:9
been	VBN	I-Premise	8	supports:9
well	RB	I-Premise	8	supports:9
paid	VBN	I-Premise	8	supports:9
.	.	O	~	~
# sent
So	RB	O	~	~
persons	NNS	I-Claim	9	For:~
in	IN	I-Claim	9	For:~
big	JJ	I-Claim	9	For:~
cities	NNS	I-Claim	9	For:~
have	VBP	I-Claim	9	For:~
more	RBR	I-Claim	9	For:~
chance	NN	I-Claim	9	For:~
to	TO	I-Claim	9	For:~
get	VB	I-Claim	9	For:~
the	DT	I-Claim	9	For:~
better	JJR	I-Claim	9	For:~
job	NN	I-Claim	9	For:~
than	IN	I-Claim	9	For:~
people	NNS	I-Claim	9	For:~
living	VBG	I-Claim	9	For:~
in	IN	I-Claim	9	For:~
small	JJ	I-Claim	9	For:~
towns	NNS	I-Claim	9	For:~
.	.	O	~	~
# sent
Also	RB	O	~	~
lots	NNS	I-Premise	10	supports:9
of	IN	I-Premise	10	supports:9
companies	NNS	I-Premise	10	supports:9
placed	VBN	I-Premise	10	supports:9
in	IN	I-Premise	10	supports:9
big	JJ	I-Premise	10	supports:9
cities	NNS	I-Premise	10	supports:9
and	CC	I-Premise	10	supports:9
there	EX	I-Premise	10	supports:9
are	VBP	I-Premise	10	supports:9
more	JJR	I-Premise	10	supports:9
job	NN	I-Premise	10	supports:9
positions	NNS	I-Premise	10	supports:9
in	IN	I-Premise	10	supports:9
there	RB	I-Premise	10	supports:9
than	IN	I-Premise	10	supports:9
small	JJ	I-Premise	10	supports:9
towns	NNS	I-Premise	10	supports:9
.	.	O	~	~
# paragraph 4
# sent
But	CC	O	~	~
by	IN	I-Claim	11	Against:~
living	VBG	I-Claim	11	Against:~
in	IN	I-Claim	11	Against:~
big	JJ	I-Claim	11	Against:~
cities	NNS	I-Claim	11	Against:~
one	CD	I-Claim	11	Against:~
sacrifices	NNS	I-Claim	11	Against:~
quiet	JJ	I-Claim	11	Against:~
and	CC	I-Claim	11	Against:~
peaceful	JJ	I-Claim	11	Against:~
life	NN	I-Claim	11	Against:~
with	IN	I-Claim	11	Against:~
breathing	NN	I-Claim	11	Against:~
fresh	JJ	I-Claim	11	Against:~
air	NN	I-Claim	11	Against:~
and	CC	I-Claim	11	Against:~
loses	VBZ	I-Claim	11	Against:~
much	JJ	I-Claim	11	Against:~
time	NN	I-Claim	11	Against:~
in	IN	I-Claim	11	Against:~
traffic	NN	I-Claim	11	Against:~
and	CC	I-Claim	11	Against:~
anyway	RB	I-Claim	11	Against:~
for	IN	I-Claim	11	Against:~
transportation	NN	I-Claim	11	Against:~
,	,	O	~	~
because	IN	O	~	~
distances	NNS	I-Premise	12	supports:11
in	IN	I-Premise	12	supports:11
big	JJ	I-Premise	12	supports:11
cities	NNS	I-Premise	12	supports:11
often	RB	I-Premise	12	supports:11
are	VBP	I-Premise	12	supports:11
too	RB	I-Premise	12	supports:11
far	RB	I-Premise	12	supports:11
to	TO	I-Premise	12	supports:11
pass	VB	I-Premise	12	supports:11
quickly	RB	I-Premise	12	supports:11
.	.	B-Premise	13	attacks:11
# sent
Every	DT	I-Premise	13	attacks:11
technology	NN	I-Premise	13	attacks:11
has	VBZ	I-Premise	13	attacks:11
it	PRP	I-Premise	13	attacks:11
's	VBZ	I-Premise	13	attacks:11
good	JJ	I-Premise	13	attacks:11
and	CC	I-Premise	13	attacks:11
bad	JJ	I-Premise	13	attacks:11
effects	NNS	I-Premise	13	attacks:11
but	CC	I-Premise	13	attacks:11
I	PRP	I-Premise	13	attacks:11
prefer	VBP	I-Premise	13	attacks:11
having	VBG	I-Premise	13	attacks:11
the	DT	I-Premise	13	attacks:11
technologies	NNS	I-Premise	13	attacks:11
with	IN	I-Premise	13	attacks:11
their	PRP$	I-Premise	13	attacks:11
disadvantages	NNS	I-Premise	13	attacks:11
to	TO	I-Premise	13	attacks:11
living	VBG	I-Premise	13	attacks:11
like	IN	I-Premise	13	attacks:11
16	CD	I-Premise	13	attacks:11
century	NN	I-Premise	13	attacks:11
without	IN	I-Premise	13	attacks:11
any	DT	I-Premise	13	attacks:11
of	IN	I-Premise	13	attacks:11
modern	JJ	I-Premise	13	attacks:11
facilities	NNS	I-Premise	13	attacks:11
of	IN	I-Premise	13	attacks:11
technology	NN	I-Premise	13	attacks:11
.	.	O	~	~
# sent
In	IN	O	~	~
addition	NN	O	~	~
to	TO	O	~	~
what	WP	O	~	~
mentioned	VBD	O	~	~
,	,	B-Claim	14	For:~
medical	JJ	I-Claim	14	For:~
technologies	NNS	I-Claim	14	For:~
is	VBZ	I-Claim	14	For:~
completely	RB	I-Claim	14	For:~
better	RBR	I-Claim	14	For:~
in	IN	I-Claim	14	For:~
big	JJ	I-Claim	14	For:~
cities	NNS	I-Claim	14	For:~
and	CC	I-Claim	14	For:~
in	IN	I-Claim	14	For:~
my	PRP$	I-Claim	14	For:~
view	NN	I-Claim	14	For:~
this	DT	I-Claim	14	For:~
profit	NN	I-Claim	14	For:~
overcomes	VBZ	I-Claim	14	For:~
all	PDT	I-Claim	14	For:~
the	DT	I-Claim	14	For:~
bad	JJ	I-Claim	14	For:~
influences	NNS	I-Claim	14	For:~
of	IN	I-Claim	14	For:~
technologies	NNS	I-Claim	14	For:~
on	IN	I-Claim	14	For:~
human	JJ	I-Claim	14	For:~
kind	NN	I-Claim	14	For:~
.	.	O	~	~
# paragraph 5
# sent
In	IN	O	~	~
conclusion	NN	O	~	~
,	,	O	~	~
in	IN	O	~	~
my	PRP$	O	~	~
view	NN	O	~	~
living	NN	I-MajorClaim	15	~
in	IN	I-MajorClaim	15	~
big	JJ	I-MajorClaim	15	~
cities	NNS	I-MajorClaim	15	~
is	VBZ	I-MajorClaim	15	~
quite	RB	I-MajorClaim	15	~
funnier	JJR	I-MajorClaim	15	~
and	CC	I-MajorClaim	15	~
better	JJR	I-MajorClaim	15	~
and	CC	I-MajorClaim	15	~
more	RBR	I-MajorClaim	15	~
exciting	JJ	I-MajorClaim	15	~
than	IN	I-MajorClaim	15	~
living	VBG	I-MajorClaim	15	~
in	IN	I-MajorClaim	15	~
small	JJ	I-MajorClaim	15	~
towns	NNS	I-MajorClaim	15	~
because	IN	I-MajorClaim	15	~
of	IN	I-MajorClaim	15	~
many	JJ	I-MajorClaim	15	~
more	JJR	I-MajorClaim	15	~
social	JJ	I-MajorClaim	15	~
places	NNS	I-MajorClaim	15	~
,	,	I-MajorClaim	15	~
technologies	NNS	I-MajorClaim	15	~
facilities	NNS	I-MajorClaim	15	~
,	,	I-MajorClaim	15	~
better	JJR	I-MajorClaim	15	~
education	NN	I-MajorClaim	15	~
and	CC	I-MajorClaim	15	~
medical	JJ	I-MajorClaim	15	~
services	NNS	I-MajorClaim	15	~
.	.	O	~	~
