# paragraph 0
# sent
University	NNP	O	~	~
be	VB	I-Premise	12	supports:7
admitted	VBN	I-Premise	12	supports:7
by	IN	I-Premise	12	supports:7
universities	NNS	I-Premise	12	supports:7
is	VBZ	I-Premise	12	supports:7
a	DT	I-Premise	12	supports:7
good	JJ	I-Premise	12	supports:7
choice	NN	I-Premise	12	supports:7
since	IN	O	~	~
it	PRP	B-Premise	13	supports:12
will	MD	I-Premise	13	supports:12
reward	VB	I-Premise	13	supports:12
the	DT	I-Premise	13	supports:12
motivation	NN	I-Premise	13	supports:12
of	IN	I-Premise	13	supports:12
students	NNS	I-Premise	13	supports:12
and	CC	I-Premise	13	supports:12
constantly	RB	I-Premise	13	supports:12
keep	VB	I-Premise	13	supports:12
them	PRP	I-Premise	13	supports:12
in	IN	I-Premise	13	supports:12
the	DT	I-Premise	13	supports:12
difficult	JJ	I-Premise	13	supports:12
level	NN	I-Premise	13	supports:12
of	IN	I-Premise	13	supports:12
learning	NN	I-Premise	13	supports:12
,	,	I-Premise	13	supports:12
which	WDT	I-Premise	13	supports:12
makes	VBZ	I-Premise	13	supports:12
them	PRP	I-Premise	13	supports:12
do	VB	I-Premise	13	supports:12
the	DT	I-Premise	13	supports:12
best	JJS	I-Premise	13	supports:12
to	TO	I-Premise	13	supports:12
improve	VB	I-Premise	13	supports:12
themselves	PRP	I-Premise	13	supports:12
.	.	O	~	~
# sent
Ultimately	RB	O	~	~
,	,	O	~	~
this	DT	B-Premise	14	supports:12
improves	VBZ	I-Premise	14	supports:12
the	DT	I-Premise	14	supports:12
overall	JJ	I-Premise	14	supports:12
quality	NN	I-Premise	14	supports:12
of	IN	I-Premise	14	supports:12
education	NN	I-Premise	14	supports:12
and	CC	I-Premise	14	supports:12
gives	VBZ	I-Premise	14	supports:12
the	DT	I-Premise	14	supports:12
best	JJS	I-Premise	14	supports:12
people	NNS	I-Premise	14	supports:12
to	TO	I-Premise	14	supports:12
serve	VB	I-Premise	14	supports:12
in	IN	I-Premise	14	supports:12
the	DT	I-Premise	14	supports:12
most	RBS	I-Premise	14	supports:12
necessary	JJ	I-Premise	14	supports:12
needs	NNS	I-Premise	14	supports:12
of	IN	I-Premise	14	supports:12
the	DT	I-Premise	14	supports:12
society	NN	I-Premise	14	supports:12
.	.	O	~	~
# paragraph 4
# sent
To	TO	O	~	~
sum	VB	O	~	~
thing	NN	O	~	~
up	RB	O	~	~
,	,	O	~	~
I	PRP	O	~	~
agree	VBP	O	~	~
that	IN	O	~	~
everyone	NN	B-MajorClaim	15	~
should	MD	I-MajorClaim	15	~
have	VB	I-MajorClaim	15	~
a	DT	I-MajorClaim	15	~
compulsory	JJ	I-MajorClaim	15	~
education	NN	I-MajorClaim	15	~
level	NN	I-MajorClaim	15	~
up	IN	I-MajorClaim	15	~
to	TO	I-MajorClaim	15	~
high	JJ	I-MajorClaim	15	~
school	NN	I-MajorClaim	15	~
,	,	I-MajorClaim	15	~
but	CC	I-MajorClaim	15	~
the	DT	I-MajorClaim	15	~
above	JJ	I-MajorClaim	15	~
divisions	NNS	I-MajorClaim	15	~
should	MD	I-MajorClaim	15	~
be	VB	I-MajorClaim	15	~
only	RB	I-MajorClaim	15	~
the	DT	I-MajorClaim	15	~
realm	NN	I-MajorClaim	15	~
of	IN	I-MajorClaim	15	~
the	DT	I-MajorClaim	15	~
best	JJS	I-MajorClaim	15	~
students	NNS	I-MajorClaim	15	~
.	.	O	~	~
# sent
This	DT	B-Claim	16	For:~
will	MD	I-Claim	16	For:~
improve	VB	I-Claim	16	For:~
the	DT	I-Claim	16	For:~
quality	NN	I-Claim	16	For:~
of	IN	I-Claim	16	For:~
both	DT	I-Claim	16	For:~
universities	NNS	I-Claim	16	For:~
and	CC	I-Claim	16	For:~
students	NNS	I-Claim	16	For:~
,	,	I-Claim	16	For:~
thus	RB	I-Claim	16	For:~
placing	VBG	I-Claim	16	For:~
people	NNS	I-Claim	16	For:~
in	IN	I-Claim	16	For:~
positions	NNS	I-Claim	16	For:~
which	WDT	I-Claim	16	For:~
suit	VBP	I-Claim	16	For:~
them	PRP	I-Claim	16	For:~
most	RBS	I-Claim	16	For:~
.	.	O	~	~
