# paragraph 0
# sent
Learning	NNP	O	~	~
the	DT	O	~	~
belief	NN	O	~	~
that	IN	O	~	~
learning	VBG	B-MajorClaim	12	~
facts	NNS	I-MajorClaim	12	~
is	VBZ	I-MajorClaim	12	~
more	RBR	I-MajorClaim	12	~
beneficial	JJ	I-MajorClaim	12	~
for	IN	I-MajorClaim	12	~
students	NNS	I-MajorClaim	12	~
in	IN	I-MajorClaim	12	~
both	DT	I-MajorClaim	12	~
social	JJ	I-MajorClaim	12	~
and	CC	I-MajorClaim	12	~
individual	JJ	I-MajorClaim	12	~
life	NN	I-MajorClaim	12	~
in	IN	O	~	~
the	DT	O	~	~
view	NN	O	~	~
of	IN	O	~	~
above-mentioned	JJ	O	~	~
reasons	NNS	O	~	~
.	.	O	~	~
# sent
Students	NNS	B-Claim	13	For:~
would	MD	I-Claim	13	For:~
improve	VB	I-Claim	13	For:~
their	PRP$	I-Claim	13	For:~
social	JJ	I-Claim	13	For:~
positions	NNS	I-Claim	13	For:~
and	CC	I-Claim	13	For:~
encounter	VB	I-Claim	13	For:~
their	PRP$	I-Claim	13	For:~
problems	NNS	I-Claim	13	For:~
in	IN	I-Claim	13	For:~
positive	JJ	I-Claim	13	For:~
ways	NNS	I-Claim	13	For:~
and	CC	I-Claim	13	For:~
also	RB	I-Claim	13	For:~
intend	VBP	I-Claim	13	For:~
in	IN	I-Claim	13	For:~
the	DT	I-Claim	13	For:~
more	JJR	I-Claim	13	For:~
confidence	NN	I-Claim	13	For:~
manner	NN	I-Claim	13	For:~
and	CC	I-Claim	13	For:~
etc.	NN	I-Claim	13	For:~
.	.	O	~	~
