# paragraph 0
# sent
Part	NNP	O	~	~
many	JJ	I-Premise	11	supports:3
things	NNS	I-Premise	11	supports:3
.	.	O	~	~
# paragraph 3
# sent
Another	DT	O	~	~
reason	NN	O	~	~
is	VBZ	O	~	~
that	IN	O	~	~
from	IN	B-Claim	12	For:~
part	NN	I-Claim	12	For:~
time	NN	I-Claim	12	For:~
jobs	NNS	I-Claim	12	For:~
students	NNS	I-Claim	12	For:~
can	MD	I-Claim	12	For:~
earn	VB	I-Claim	12	For:~
money	NN	I-Claim	12	For:~
,	,	I-Claim	12	For:~
which	WDT	I-Claim	12	For:~
can	MD	I-Claim	12	For:~
help	VB	I-Claim	12	For:~
their	PRP$	I-Claim	12	For:~
parents	NNS	I-Claim	12	For:~
.	.	O	~	~
# sent
For	IN	O	~	~
instance	NN	O	~	~
,	,	O	~	~
when	WRB	O	~	~
i	FW	O	~	~
was	VBD	O	~	~
in	IN	O	~	~
high	JJ	O	~	~
school	NN	O	~	~
I	PRP	O	~	~
worked	VBD	O	~	~
as	IN	O	~	~
a	DT	O	~	~
home	NN	O	~	~
tutor	NN	O	~	~
.	.	O	~	~
# sent
I	PRP	O	~	~
taught	VBD	O	~	~
math	NN	O	~	~
to	TO	O	~	~
two	CD	O	~	~
kids	NNS	O	~	~
of	IN	O	~	~
my	PRP$	O	~	~
neighbor	NN	O	~	~
.	.	O	~	~
# sent
I	PRP	O	~	~
helped	VBD	O	~	~
them	PRP	O	~	~
to	TO	O	~	~
understand	VB	O	~	~
the	DT	O	~	~
difficult	JJ	O	~	~
topics	NNS	O	~	~
of	IN	O	~	~
the	DT	O	~	~
books	NNS	O	~	~
.	.	O	~	~
# sent
By	IN	B-Premise	13	supports:12
tutoring	VBG	I-Premise	13	supports:12
them	PRP	I-Premise	13	supports:12
,	,	I-Premise	13	supports:12
i	FW	I-Premise	13	supports:12
earned	VBD	I-Premise	13	supports:12
some	DT	I-Premise	13	supports:12
money	NN	I-Premise	13	supports:12
and	CC	I-Premise	13	supports:12
bought	VBD	I-Premise	13	supports:12
me	PRP	I-Premise	13	supports:12
books	NNS	I-Premise	13	supports:12
with	IN	I-Premise	13	supports:12
it	PRP	I-Premise	13	supports:12
.	.	O	~	~
# sent
Moreover	RB	O	~	~
,	,	O	~	~
after	IN	B-Premise	14	supports:12
taking	VBG	I-Premise	14	supports:12
that	DT	I-Premise	14	supports:12
part	NN	I-Premise	14	supports:12
time	NN	I-Premise	14	supports:12
job	NN	I-Premise	14	supports:12
i	FW	I-Premise	14	supports:12
stopped	VBD	I-Premise	14	supports:12
taking	VBG	I-Premise	14	supports:12
my	PRP$	I-Premise	14	supports:12
pocket	NN	I-Premise	14	supports:12
money	NN	I-Premise	14	supports:12
form	VB	I-Premise	14	supports:12
my	PRP$	I-Premise	14	supports:12
parents	NNS	I-Premise	14	supports:12
.	.	O	~	~
# sent
As	IN	O	~	~
you	PRP	O	~	~
can	MD	O	~	~
see	VB	O	~	~
,	,	O	~	~
part	NN	B-Premise	15	supports:12
time	NN	I-Premise	15	supports:12
job	NN	I-Premise	15	supports:12
can	MD	I-Premise	15	supports:12
help	VB	I-Premise	15	supports:12
students	NNS	I-Premise	15	supports:12
earn	VBP	I-Premise	15	supports:12
money	NN	I-Premise	15	supports:12
and	CC	I-Premise	15	supports:12
which	WDT	I-Premise	15	supports:12
can	MD	I-Premise	15	supports:12
help	VB	I-Premise	15	supports:12
their	PRP$	I-Premise	15	supports:12
parents	NNS	I-Premise	15	supports:12
financially	RB	I-Premise	15	supports:12
.	.	O	~	~
# paragraph 4
# sent
In	IN	O	~	~
sum	NN	O	~	~
,	,	O	~	~
I	PRP	O	~	~
am	VBP	O	~	~
sure	JJ	O	~	~
;	:	O	~	~
some	DT	O	~	~
people	NNS	O	~	~
will	MD	O	~	~
oppose	VB	O	~	~
the	DT	O	~	~
idea	NN	O	~	~
of	IN	O	~	~
part	NN	O	~	~
time	NN	O	~	~
job	NN	O	~	~
for	IN	O	~	~
students	NNS	O	~	~
.	.	O	~	~
# sent
They	PRP	O	~	~
will	MD	O	~	~
argue	VB	O	~	~
,	,	O	~	~
it	PRP	B-Claim	16	Against:~
can	MD	I-Claim	16	Against:~
destruct	VB	I-Claim	16	Against:~
students	NNS	I-Claim	16	Against:~
from	IN	I-Claim	16	Against:~
their	PRP$	I-Claim	16	Against:~
study	NN	I-Claim	16	Against:~
.	.	O	~	~
# sent
However	RB	O	~	~
,	,	O	~	~
as	IN	O	~	~
i	FW	B-Premise	17	attacks:16
did	VBD	I-Premise	17	attacks:16
part	NN	I-Premise	17	attacks:16
time	NN	I-Premise	17	attacks:16
job	NN	I-Premise	17	attacks:16
in	IN	I-Premise	17	attacks:16
my	PRP$	I-Premise	17	attacks:16
high	JJ	I-Premise	17	attacks:16
school	NN	I-Premise	17	attacks:16
and	CC	I-Premise	17	attacks:16
it	PRP	I-Premise	17	attacks:16
did	VBD	I-Premise	17	attacks:16
not	RB	I-Premise	17	attacks:16
hurt	VB	I-Premise	17	attacks:16
my	PRP$	I-Premise	17	attacks:16
academic	JJ	I-Premise	17	attacks:16
result	NN	I-Premise	17	attacks:16
;	:	O	~	~
therefore	RB	O	~	~
,	,	O	~	~
i	FW	O	~	~
believe	VBP	O	~	~
part	NN	B-MajorClaim	18	~
time	NN	I-MajorClaim	18	~
job	NN	I-MajorClaim	18	~
will	MD	I-MajorClaim	18	~
be	VB	I-MajorClaim	18	~
good	JJ	I-MajorClaim	18	~
for	IN	I-MajorClaim	18	~
students	NNS	I-MajorClaim	18	~
.	.	O	~	~
# sent
Every	DT	O	~	~
Student	NN	O	~	~
should	MD	O	~	~
do	VB	O	~	~
part	NN	O	~	~
time	NN	O	~	~
job	NN	O	~	~
beside	IN	O	~	~
their	PRP$	O	~	~
study	NN	O	~	~
if	IN	O	~	~
they	PRP	O	~	~
want	VBP	O	~	~
to	TO	O	~	~
prepare	VB	O	~	~
more	RBR	O	~	~
efficiently	RB	O	~	~
for	IN	O	~	~
their	PRP$	O	~	~
future	NN	O	~	~
.	.	O	~	~
